Company Name,Industry,Address,City,State,ZIP,Contact First Name,Contact Middle Initial,Contact Last Name,Phone,Birthdate,Email,Account Code,National ID,Creation Date,Modify Date,Demo Reference
Moriah,Jewelers-Retail,4727 E Southern Ave,mESA,Arizona,85206-2757,Hwan,A,Kang,(486) 520-6767,13/04/1973,hkang@moriah.com,<6767-2757/Kan>,151-32-1588,04/25/00,07/04/10,
F & A Bookkeeping,Accounting & Bookkeeping General Svc,4737 Lankershim Blvd,nORTH HOLLYWOOD,CA,91602-1803,Fred,B,Batsh,(338) 501-2301,20/01/1961,fbatsh@f&abookkeeping.com,<2301-1803/Bat>,125-69-1850,03/14/09,03/14/04,
Circle D Motel,Hotels & Motels,475 W Main St,eSCALANTE,Utah,84726-0000,Rose,D,Caldwell,(148) 197-4858,21/01/1968,rcaldwell@circledmotel.com,<4858-0000/Cal>,60-01-6085,11/23/02,11/23/97,
Lenox Wig Store,Caps & Gowns,480 Lenox Ave,nEW YORK,NY,10037-2420,Chin,W,Im,(255) 043-1778,16/08/1959,cim@lenoxwigstore.com,<1778-2420/Im>,769-82-9435,08/03/96,10/12/06,
McDonalds,Ice Cream Parlors,4802 Summer Ln,bAYTOWN,TX,77521-2735,Earl,S,Wurzbach,(165) 145-4504,01/02/1967,ewurzbach@mcdonalds.com,<4504-2735/Wur>,898-78-7866,06/22/05,06/22/00,
Great Clips,Beauty Salons,4819 N 83rd Ave,pHOENIX,Arizona,85033-1047,Bill,J,Jackson,(224) 347-8450,21/11/1977,bjackson@greatclips.com,<8450-1047/Jac>,262-47-8179,03/03/99,05/11/09,
Luxx,Restaurants,482 S Front St,cOLUMBUS, Ohio,43215-5627,Brad,Y,Kitchens,(717) 581-5540,03/12/1969,bkitchens@luxx.com,<5540-5627/Kit>,310-33-5067,01/20/08,01/20/03,
Bright Image Corp,Lighting Equipment Nec (Manufacturers),4900 Harrison St,hILLSIDE,IL,60162-1603,Atiq,D,Jilani,(683) 196-0830,10/01/1957,ajilani@brightimagecorp.com,<0830-1603/Jil>,227-91-3172,09/30/01,12/09/11,
One 80,Sportswear-Retail,4905 E Ray Rd,pHOENIX,Arizona,85044-6412,Mark,S,Putzer,(915) 119-2040,04/05/1960,mputzer@one80.com,<2040-6412/Put>,737-08-1104,06/11/95,08/19/05,
I D Printing Specialties,Advertising-Agencies & Counselors,5007 Avenue G Pl,kEARNEY,NE,68847-8471,John,E,Millang,(129) 997-3713,02/12/1964,jmillang@idprintingspecialties.com,<3713-8471/Mil>,415-88-5842,04/29/04,04/30/99,
OMV USA,Sewer Cleaning Equipment & Supls (Whol),501 Koopman Ln,eLKHORN,WI,53121-2012,Kent,,Johansson,(470) 875-6870,25/07/1973,kjohansson@omvusa.com,<6870-2012/Joh>,591-07-1090,01/08/98,03/18/08,
Nordic Leasing Inc,"Truck rental and leasing, no drivers, nec",5017 Boone Ave N,mINNEAPOLIS,MN,55428-4023,Olaf,,Bjorkedal,(883) 445-7172,23/05/1974,objorkedal@nordicleasinginc.com,<7172-4023/Bjo>,741-66-0094,11/27/06,11/27/01,
Casa De Guerrero Real Estate,Real Estate,510 E Southern Ave,pHOENIX,Arizona,85040-3048,Alex,A,Guerrero,(948) 070-5368,14/06/1969,aguerrero@casadeguerrerorealestate.com,<5368-3048/Gue>,677-23-7972,08/07/00,10/16/10,
Pardee Homes,Real estate agents and managers,5118 Seaglen Way,sAN DIEGO,CA,92154-8475,Mike,B,McGee,(461) 934-7797,07/02/1976,mmcgee@pardeehomes.com,<7797-8475/McG>,587-93-4548,06/26/09,06/26/04,
Crisp Grocery Inc,Retailer of groceries,515 N Main St,mONROE,Utah,84754-3115,Alan,D,Crisp,(361) 464-6759,05/04/1973,acrisp@crispgroceryinc.com,<6759-3115/Cri>,905-92-0222,03/07/03,03/07/98,
Citi Financial,Financing,515 NE 25th Ave,oCALA,FL,34470-7034,Karl,W,Kunz,(663) 794-4156,18/02/1966,kkunz@citifinancial.com,<4156-7034/Kun>,317-83-4006,11/15/96,01/24/07,
Pro Nails,Skin Treatments,516 N Church Ave,lOUISVILLE,MS,39339-2016,Phuc,S,Van,(838) 650-3696,15/11/1964,pvan@pronails.com,<3696-2016/Van>,731-63-6230,10/04/05,10/04/00,
Cracker Barrel,Luaus,5199 NC Highway 42 W,gARNER,NC,27529-8474,Greg,J,Rhinehart,(909) 067-7711,13/11/1975,grhinehart@crackerbarrel.com,<7711-8474/Rhi>,780-88-9430,06/15/99,08/23/09,
G I Trucking Co,Trucking,5215 W Lower Buckeye Rd,pHOENIX,Arizona,85043-8011,Jack,Y,Staley,(381) 352-8385,17/09/1977,jstaley@gitruckingco.com,<8385-8011/Sta>,259-02-7656,05/03/08,05/04/03,
Marriott's Canyon Villas,Resorts,5220 E Marriott Dr,pHOENIX,Arizona,85054-6150,Paul,D,Pagal,(195) 060-2926,07/10/1962,ppagal@marriott'scanyonvillas.com,<2926-6150/Pag>,964-02-0610,01/12/02,03/22/12,
Country Cinema Corp,Motion picture theater,523 Main St,wATERTOWN,CT,06795-2631,Ajro,S,Miratip,(817) 468-2936,17/10/1962,amiratip@countrycinemacorp.com,<2936-2631/Mir>,91-41-5771,09/23/95,12/01/05,
Chinese Gourmet,Restaurants,5301 W Indian School Rd,pHOENIX,Arizona,85031-2606,Bill,E,Young,(695) 118-8676,05/07/1978,byoung@chinesegourmet.com,<8676-2606/You>,997-29-0860,08/11/04,08/12/99,
Southwest Apppliance Wholesale,Retailer of household appliance,535 S Main St Ste 4,cEDAR CITY,Utah,84720-3457,Chet,,Beeson,(846) 552-7671,04/10/1975,cbeeson@southwestapppliancewholesale.com,<7671-3457/Bee>,655-04-2273,04/22/98,06/30/08,
Chattanooga Heavy Haul Inc,Trucking-Heavy Hauling,5408 Dayton Blvd,cHATTANOOGA,TN,37415-1415,Jojo,,Scott,(993) 229-8628,18/05/1978,jscott@chattanoogaheavyhaulinc.com,<8628-1415/Sco>,688-72-7359,03/11/07,03/11/02,
Florida Floats Inc,"Prefabricated metal buildings, nec",541174 US Highway 1,cALLAHAN,FL,32011-8100,Dale,A,Zwiers,(104) 628-1159,05/12/1957,dzwiers@floridafloatsinc.com,<1159-8100/Zwi>,224-03-7106,11/19/00,01/28/11,
Land Rover Of Anaheim Hills,Automobile Dealers-New Cars,5425 E LA Palma Ave,aNAHEIM,CA,92807-2022,Josh,B,Townsand,(975) 990-5947,14/01/1971,jtownsand@landroverofanaheimhills.com,<5947-2022/Tow>,239-98-7903,10/08/09,10/08/04,
Hollywood Video,Video Tapes & Discs-Renting & Leasing,550 W Bell Rd # 103,pHOENIX,Arizona,85023-7948,Anna,D,Piercey,(213) 394-1164,10/12/1957,apiercey@hollywoodvideo.com,<1164-7948/Pie>,99-17-7862,06/19/03,06/19/98,
Journeys,Shoes-Retail,555 John F Kennedy Rd # 700,dUBUQUE,IA,52002-5258,Lynn,W,Cook,(857) 894-5635,08/03/1970,lcook@journeys.com,<5635-5258/Coo>,501-49-5487,02/27/97,05/08/07,
Bi-State Bldg Co Harrisburg,Lumber-Exporters & Importers (Whol),5680 Highway 49 S,hARRISBURG,NC,28075-8471,Mark,S,Baucom,(636) 954-7122,03/04/1974,mbaucom@bi-statebldgcoharrisburg.com,<7122-8471/Bau>,372-77-3674,01/16/06,01/16/01,
Mountain Man Realty Co,Real Estate,57 Movie Ranch Rd,dUCK CREEK VLG,Utah,84762-0000,Rick,J,Hanna,(683) 241-4032,17/10/1965,rhanna@mountainmanrealtyco.com,<4032-0000/Han>,512-17-5823,09/27/99,12/05/09,
Gtg Foodmarket,Liquors-Retail,5709 Dr Martin Luther King Dr,sT LOUIS,MO,63112-3929,Gary,Y,Ausler,(816) 922-8415,17/10/1977,gausler@gtgfoodmarket.com,<8415-3929/Aus>,597-28-1756,08/15/08,08/16/03,
Nu-Vue Mirror,Bellows (Manufacturers),575 N 400 E,lINDON,Utah,84042-1551,Lyle,D,Helquist,(115) 518-7408,14/01/1975,lhelquist@nu-vuemirror.com,<7408-1551/Hel>,413-02-5613,04/26/02,07/04/12,
Dawn Fan Xh,Offices Of Health Practitioners Nec,575 Park Ave,nEW YORK,NY,10021-7332,Dawn,S,Fan,(190) 728-4244,17/05/1966,dfan@dawnfanxh.com,<4244-7332/Fan>,539-58-3687,01/05/96,03/15/06,
Basil Leaf Cafe,Delicatessens,584 Washington St,sAN FRANCISCO,CA,94111-2929,Inad,E,Khader,(302) 351-3487,20/04/1964,ikhader@basilleafcafe.com,<3487-2929/Kha>,817-43-8147,11/23/04,11/24/99,
Green Spring Golf Course,Public golf course,588 N Green Springs Dr,wASHINGTON,Utah,84780-1484,Nick,,Neeley,(298) 500-7097,09/03/1974,nneeley@greenspringgolfcourse.com,<7097-1484/Nee>,155-91-1809,08/04/98,10/12/08,
Classic Homes Inc,Single-family homes contractor,5920 N Harcourt Dr,cOEUR D ALENE,ID,83815-8472,Zach,,Logan,(620) 957-1899,15/12/1959,zlogan@classichomesinc.com,<1899-8472/Log>,435-31-8610,06/23/07,06/23/02,
A L M & Associates Inc,Camping Equipment-Renting,599 Saint Georges Ave,rAHWAY,NJ,07065-2539,Adel,A,Hamza,(904) 412-0751,23/10/1956,ahamza@alm&associatesinc.com,<0751-2539/Ham>,726-66-3305,03/03/01,05/12/11,
Mkc Truck Sales Inc,"Used car dealers, nec",600 Crocker Rd,sMITHFIELD,NC,27577-9040,Mary,B,Crocker,(676) 493-2112,15/07/1960,mcrocker@mkctrucksalesinc.com,<2112-9040/Cro>,159-79-3848,01/20/10,01/20/05,
Kanab City Firemans Assn,Fire Departments,601 S 100 E,kANAB,Utah,84741-3639,Alan,D,Alldredge,(546) 284-9045,09/07/1979,aalldredge@kanabcityfiremansassn.com,<9045-3639/All>,782-42-2741,10/01/03,10/01/98,
Desimone Mark,Bars,609 W Osborn Rd,pHOENIX,Arizona,85013-3809,Mark,W,Desimone,(921) 689-8720,18/08/1978,mdesimone@desimonemark.com,<8720-3809/Des>,58-18-3361,06/11/97,08/20/07,
Sjz Woodworking Inc,Cabinet and finish carpentry,619 E Main St,mAPLE SHADE,NJ,08052-1309,Stan,S,Zileski,(632) 040-3911,18/06/1965,szileski@sjzwoodworkinginc.com,<3911-1309/Zil>,936-47-5550,04/30/06,04/30/01,
Ag South Farm Credit ACA,Real Estate Loans,620 N Church St,tHOMASTON,GA,30286-3612,John,J,Aldridge,(662) 763-1700,30/05/1959,jaldridge@agsouthfarmcreditaca.com,<1700-3612/Ald>,543-75-0256,01/09/00,03/19/10,
Son Construction,General Co,63 Movie Ranch Rd,dUCK CREEK VLG,Utah,84762-0000,Tony,Y,Carlson,(978) 429-4776,31/10/1967,tcarlson@sonconstruction.com,<4776-0000/Car>,485-06-2968,11/27/08,11/28/03,
Global Wood Products LLC,Cabinet and finish carpentry,630 N 3050 E Ste B6,sT GEORGE,Utah,84790-9090,Dale,D,Tribe,(966) 109-0703,05/09/1956,dtribe@globalwoodproductsllc.com,<0703-9090/Tri>,186-76-6523,08/08/02,10/16/12,
B & L Pool & Spa Stores,Swimming Pool Coping Plastering & Tiling,6300 N 27th Ave # 1,pHOENIX,Arizona,85017-1846,Dale,S,Howard,(103) 918-3427,20/02/1964,dhoward@b&lpool&spastores.com,<3427-1846/How>,171-78-2737,04/18/96,06/27/06,
Friends Mini Mart Inc,Retailer of groceries,6343 26th St,bERWYN,IL,60402-2607,Ihab,E,Oweisi,(102) 971-5710,22/05/1970,ioweisi@friendsminimartinc.com,<5710-2607/Owe>,974-36-2408,03/07/05,03/07/00,
Paul Frei's Mercedes Repair,Automobile Repairing & Service,6348 N 27th Ave,pHOENIX,Arizona,85017-6240,Paul,,Frei,(543) 138-7254,13/08/1974,pfrei@paulfrei'smercedesrepair.com,<7254-6240/Fre>,273-08-3206,11/16/98,01/24/09,
Szulgit Electric Inc,Electric Contractors,637 Hazelwood Ter,rOCHESTER,NY,14609-5316,Eric,,Szulgit,(449) 992-9019,13/06/1979,eszulgit@szulgitelectricinc.com,<9019-5316/Szu>,330-97-4226,10/05/07,10/05/02,
D & D Auto Salvage,Scrap Metals & Iron (Wholesale),6375 Avrr,pITTSBURGH,PA,15201-2113,Dave,,Norris,(117) 630-2079,12/06/1960,dnorris@d&dautosalvage.com,<2079-2113/Nor>,435-68-2833,06/15/01,08/24/11,
Mzm Manufacturing Inc,Manufacturer of machine tools,638 Progressive Ln,sOUTH BELOIT,IL,61080-2605,Karl,,Zoller,(722) 902-0871,20/02/1957,kzoller@mzmmanufacturinginc.com,<0871-2605/Zol>,457-29-9584,02/24/95,05/04/05,
Rgt Management Inc,Food Service-Management,6389 N Quail Hollow Rd,mEMPHIS,TN,38120-1427,Sean,,Tuohy,(446) 600-2823,26/06/1962,stuohy@rgtmanagementinc.com,<2823-1427/Tuo>,156-85-8238,01/13/04,01/13/99,
Lockhart Plumbing Inc,Mobile Homes-Repairing & Service,64 1st Pl,wETUMPKA,AL,36092-8625,Hugh,,Lockhart,(747) 588-2152,24/08/1960,hlockhart@lockhartplumbinginc.com,<2152-8625/Loc>,492-70-5057,09/23/97,12/02/07,
Norway Police Dept,Police Departments,6419 Heg Park Rd,wIND LAKE,WI,53185-2735,John,,Hanrahan,(309) 335-5877,05/11/1970,jhanrahan@norwaypolicedept.com,<5877-2735/Han>,731-65-0254,08/12/06,08/12/01,
Boulder Outdoor Survival Schl,Schools,650 N Highway 12,bOULDER,Utah,84716-0000,Josh,,Bernstein,(584) 592-9571,16/12/1980,jbernstein@boulderoutdoorsurvivalschl.com,<9571-0000/Ber>,998-91-9964,04/22/00,07/01/10,
Sun Villa Resort Renters,Apartment building operators,650 S 80th St W,mESA,Arizona,,Gene,,Buckley,(727) 592-0024,27/10/1954,gbuckley@sunvillaresortrenters.com,<0024-/Buc>,148-02-3534,03/11/09,03/11/04,
Hawaii Preparatory Academy,Non-Profit Organizations,65-1692 Kohala Mountain Rd,kAMUELA,HI,,Olaf,,Jorgenson,(454) 440-2414,13/05/1961,ojorgenson@hawaiipreparatoryacademy.com,<2414-/Jor>,674-08-8306,11/20/02,11/20/97,
Casa Bonita,Apartments,6625 N 17th Ave,pHOENIX,Arizona,,Fran,,Peterson,(278) 162-7649,12/09/1975,fpeterson@casabonita.com,<7649-/Pet>,63-58-1599,07/31/96,10/09/06,
Corbin Group Benefits Inc,Insurance,67 E Weldon Ave # 315,pHOENIX,Arizona,,Kent,,Corbin,(332) 267-6082,29/05/1971,kcorbin@corbingroupbenefitsinc.com,<6082-/Cor>,606-35-4326,06/19/05,06/19/00,
Northland Chop Suey,Luaus,67 Northland Shopping Ctr,sAINT LOUIS,MO,,Boon,,Jang,(169) 208-5567,30/12/1969,bjang@northlandchopsuey.com,<5567-/Jan>,25-96-2841,02/28/99,05/08/09,
Badger Roofing Inc,Coppersmiths,6723 Corsair Ave,pRESCOTT,Arizona,,Toby,,Ebarb,(506) 571-5394,10/07/1969,tebarb@badgerroofinginc.com,<5394-/Eba>,877-51-1999,01/17/08,01/17/03,
Fazolis,Luaus,6742 E Main St,mESA,Arizona,,Matt,,Hardy,(194) 873-9028,22/06/1979,mhardy@fazolis.com,<9028-/Har>,435-84-6958,09/27/01,12/06/11,
Jlt Mobile Computers Inc,"Computers, peripherals, and software, nec",6825 W Galveston St Ste 6,cHANDLER,Arizona,,Todd,,Inck,(864) 569-7564,19/06/1975,tinck@jltmobilecomputersinc.com,<7564-/Inc>,287-59-9933,06/08/95,08/16/05,
Key T Shirt Shop,T-Shirts-Retail,6838 Gulf Of Mexico Dr,lONGBOAT KEY,FL,,Rick,,Obeid,(583) 045-8462,03/12/1977,robeid@keytshirtshop.com,<8462-/Obe>,150-63-0787,04/26/04,04/27/99,
Glauser & Williams Orthodontic,Dentists,6848 E Brown Rd,mESA,Arizona,,Judy,,Young,(769) 528-4404,24/10/1966,jyoung@glauser&williamsorthodontic.com,<4404-/You>,105-65-4340,01/05/98,03/15/08,
Sun & Sand Svc,Ready-Mixed Concrete-Manufacturers,689 N State St,hURRICANE,Utah,,Lyle,,Jessop,(410) 155-5260,26/02/1969,ljessop@sun&sandsvc.com,<5260-/Jes>,853-34-7442,11/24/06,11/24/01,
KGJ Auto Repair,Automobile Repairing & Service,70 Elm St,dANBURY,CT,,Luis,,Gutierrez,(195) 147-0789,30/11/1956,lgutierrez@kgjautorepair.com,<0789-/Gut>,51-62-5818,08/04/00,10/13/10,
Odi,Insurance-Inspection & Audits,700 Merrick Rd,lYNBROOK,NY,,Ceil,,Oberlander,(239) 410-2653,07/01/1962,coberlander@odi.com,<2653-/Obe>,290-44-7524,06/23/09,06/23/04,
Arizona Silk Flower Co,Hot Tubs & Spas-Supplies & Parts,7000 E Mayo Blvd Ste 1038,pHOENIX,Arizona,,Alan,,Hubbard,(683) 540-6626,23/11/1972,ahubbard@arizonasilkflowerco.com,<6626-/Hub>,361-51-8968,03/04/03,03/04/98,
Niles Quality Auto,General automotive repair service,7007 N Milwaukee Ave,nILES,IL,60714-4422,Mark,,Guzowski,(901) 068-3514,17/05/1964,mguzowski@nilesqualityauto.com,<3514-4422/Guz>,321-57-9711,11/12/96,01/21/07,
WNY Grantmakers Assn,Associations,712 Main St,bUFFALO,NY,14202-1720,Mary,,Eberl,(346) 632-3475,08/04/1964,meberl@wnygrantmakersassn.com,<3475-1720/Ebe>,908-49-0871,10/01/05,10/01/00,
Koglmeier Dobbins & Smith,Attorneys,715 N Gilbert Rd,mESA,Arizona,85203-6656,Matt,,Koglmeier,(292) 706-4365,15/09/1966,mkoglmeier@koglmeierdobbins&smith.com,<4365-6656/Kog>,447-25-3829,06/12/99,08/20/09,
ABI-Beattie & Assoc Insurance,Insurance,7165 E University Dr # 170,mESA,Arizona,85207-6414,Lynn,,Beattie,(814) 904-3405,29/01/1964,lbeattie@abi-beattie&associnsurance.com,<3405-6414/Bea>,648-47-4507,04/30/08,05/01/03,
Velure Heysell & Pocock,"Legal services, nec",717 Murphy Rd,mEDFORD,OR,97504-8425,Lyle,,Velure,(509) 778-7321,19/10/1974,lvelure@velureheysell&pocock.com,<7321-8425/Vel>,846-70-8347,01/09/02,03/19/12,
Albertsons,Grocers-Retail,717 W Ray Rd,gILBERT,Arizona,85233-8443,Mike,,Farfalla,(737) 457-3555,27/06/1964,mfarfalla@albertsons.com,<3555-8443/Far>,869-47-6275,09/20/95,11/28/05,
Faith Christian School,Schools,719 N Stapley Dr,mESA,Arizona,85203-6401,Dick,,Buckingham,(267) 291-5225,22/01/1969,dbuckingham@faithchristianschool.com,<5225-6401/Buc>,623-11-4158,08/08/04,08/09/99,
Zion Pharmacy,"Drug stores and proprietary stores, nec",72 S 700 W,hURRICANE,Utah,84737-2462,Dave,,Stirland,(322) 896-8922,08/03/1979,dstirland@zionpharmacy.com,<8922-2462/Sti>,970-29-8909,04/19/98,06/27/08,
Southern Utah Blinds Inc,Wallpaper Removal Contractors,730 Quail Ridge Dr,wASHINGTON,Utah,84780-1435,Rohn,,Losser,(251) 048-5325,02/05/1969,rlosser@southernutahblindsinc.com,<5325-1435/Los>,435-64-7003,03/08/07,03/08/02,
Corstar Financial Inc,Real Estate Loans,7310 N 16th St # 170,pHOENIX,Arizona,85020-8202,Eric,,Long,(402) 298-1975,29/02/1960,elong@corstarfinancialinc.com,<1975-8202/Lon>,947-23-4015,11/16/00,01/25/11,
Needham Construction Co,Single-family homes contractor,7332 Pinewood Dr,tRUSSVILLE,AL,35173-2827,Jack,,Needham,(157) 890-6244,07/11/1971,jneedham@needhamconstructionco.com,<6244-2827/Nee>,820-34-3824,10/05/09,10/05/04,
Alhambra District Credit Union,Credit Unions,7339 N 35th Ave,pHOENIX,Arizona,85051-7479,Mary,,Shipe,(784) 490-6600,28/10/1972,mshipe@alhambradistrictcreditunion.com,<6600-7479/Shi>,331-22-9197,06/16/03,06/16/98,
Mary Roach Insurance Inc,Insurance,7395 N Palm Bluffs Ave,fRESNO,CA,93711-5767,Mary,,Roach,(449) 732-6856,11/07/1973,mroach@maryroachinsuranceinc.com,<6856-5767/Roa>,96-14-9430,02/24/97,05/05/07,
Hoyt S Bail Bonding,Appraisers,74 N 1850 W,cEDAR CITY,Utah,84720-6929,Kent,,Hoyt,(221) 895-3693,12/11/1964,khoyt@hoytsbailbonding.com,<3693-6929/Hoy>,115-59-5345,01/13/06,01/13/01,
Crager's Paint Shop,Painters,75 Lane 330 Big Otter Lk,fREMONT,IN,46737-9796,Dick,,Crager,(896) 942-9946,26/12/1981,dcrager@crager'spaintshop.com,<9946-9796/Cra>,41-53-9481,09/24/99,12/02/09,
Purgatory Correctional Instn,Correctional institutions,750 S 5400 W,hURRICANE,Utah,84737-5702,Kirk,,Smith,(389) 289-4836,30/12/1967,ksmith@purgatorycorrectionalinstn.com,<4836-5702/Smi>,736-01-7250,08/12/08,08/13/03,
Nu Way Realty East Valley LLC,Real Estate,7509 N 35th Ave,pHOENIX,Arizona,85051-7480,John,,Hopkins,(872) 316-1718,17/06/1959,jhopkins@nuwayrealtyeastvalleyllc.com,<1718-7480/Hop>,836-91-1567,04/23/02,07/01/12,
Mark G Savee,Commercial art/graphic design,753 N 20 W,hURRICANE,Utah,84737-1702,Mark,,Savee,(375) 608-7841,22/03/1976,msavee@markgsavee.com,<7841-1702/Sav>,251-15-4816,01/02/96,03/12/06,
Fox Valley Storytelling Guild,Membership Organizations Nec,755 N Evanslawn Ave,aURORA,IL,60506-1905,Juel,,Ulven,(681) 747-3109,08/04/1963,julven@foxvalleystorytellingguild.com,<3109-1905/Ulv>,289-61-3313,11/20/04,11/21/99,
DMB Assoc Inc,Real Estate Developers,7600 E Doubletree Ranch # 300,sCOTTSDALE,Arizona,85258-2137,Drew,,Brown,(465) 465-6675,11/01/1973,dbrown@dmbassocinc.com,<6675-2137/Bro>,189-99-2362,08/01/98,10/09/08,
Brad Reinhart Law Office,Attorneys,77 E Columbus Ave # 200,pHOENIX,Arizona,85012-2352,Brad,,Reinhart,(617) 018-7447,22/02/1975,breinhart@bradreinhartlawoffice.com,<7447-2352/Rei>,667-68-6022,06/20/07,06/20/02,
IFC Intl Freight,Containerized Freight & Cargo Service,77 Evergreen Ave,bROOKLYN,NY,11206-4626,Ilja,,Foss,(848) 301-9143,15/10/1979,ifoss@ifcintlfreight.com,<9143-4626/Fos>,403-18-6542,02/28/01,05/09/11,
Paul's Pest & Termites Control,Bee Removal,7801 N Black Canyon Hwy # D,pHOENIX,Arizona,85021-6878,Paul,,Vanasse,(366) 164-8884,29/01/1979,pvanasse@paul'spest&termitescontrol.com,<8884-6878/Van>,567-83-1371,01/17/10,01/17/05,
Kit,Piece goods and other fabrics,7801 NW 67th St,mIAMI,FL,33166-2703,Wolf,,Najman,(468) 794-6372,14/03/1972,wnajman@kit.com,<6372-2703/Naj>,699-13-1408,09/28/03,09/28/98,
Sybergs On Gravois,"Eating places, nec",7802 Gravois Rd,sAINT LOUIS,MO,,Rick,A,Syberg,(237) 482-7777,18/01/1976,rsyberg@sybergsongravois.com,<7777-/Syb>,599-41-0476,06/08/97,08/17/07,
Marko Electrical Service,Electrical contractor,7843 18th St N,sAINT PAUL,MN,,Mark,B,Jyrkas,(862) 606-5792,12/08/1970,mjyrkas@markoelectricalservice.com,<5792-/Jyr>,573-69-2117,04/27/06,04/27/01,
Richfield Bible Church,Churches,785 N Highway 118,cENTRAL VALLEY,Utah,,Bill,D,Bagley,(824) 877-8408,10/10/1977,bbagley@richfieldbiblechurch.com,<8408-/Bag>,879-85-6574,01/06/00,03/16/10,
J&K Transport Inc,Transportation services,7870 170th Ave SE,mOORETON,ND,,Neal,W,Skovholt,(256) 857-1236,20/02/1958,nskovholt@j&ktransportinc.com,<1236-/Sko>,270-13-7530,11/24/08,11/25/03,
Ultra Beauty Inc,Louvers (Wholesale),790 Pheasant Run CT,dAYTONA BEACH,FL,,Eric,S,Gaffka,(726) 565-6455,05/06/1972,egaffka@ultrabeautyinc.com,<6455-/Gaf>,644-35-1679,08/05/02,10/13/12,
Fortress Documents,Trust Companies,7901 N 16th St # 275,pHOENIX,Arizona,,Mike,J,Maloney,(690) 132-0577,02/05/1956,mmaloney@fortressdocuments.com,<0577-/Mal>,764-91-6357,04/15/96,06/24/06,
Jesus Auto Repair Meadow Park,Automobile Repairing & Service,8 Burruss Sq,lYNN,MA,,Jose,Y,Grullom,(108) 611-3977,23/08/1965,jgrullom@jesusautorepairmeadowpark.com,<3977-/Gru>,229-79-6933,03/04/05,03/04/00,
Pg Trucking,Local trucking company,800 Dell Ave,nORTH BERGEN,NJ,,Ruiz,D,Vegas,(869) 620-2224,04/11/1960,rvegas@pgtrucking.com,<2224-/Veg>,910-52-8387,11/13/98,01/21/09,
Buxx Teriyaki,Luaus,805 S 112th St Ste B,sEATTLE,WA,,John,S,Kim,(684) 044-3585,27/07/1964,jkim@buxxteriyaki.com,<3585-/Kim>,81-62-6694,10/02/07,10/02/02,
Kay's Construction,General Co,8055 N 24th Ave # 107,pHOENIX,Arizona,,Bill,E,Kay,(235) 372-6504,24/07/1972,bkay@kay'sconstruction.com,<6504-/Kay>,979-37-6850,06/12/01,08/21/11,
Mike's Barber Shop,Barbers,810 W Fort St,bOISE,ID,,Mike,,Zahm,(555) 323-7925,14/06/1976,mzahm@mike'sbarbershop.com,<7925-/Zah>,622-25-9635,02/21/95,05/01/05,
TVF Enterprises,Vending Machines,8107 Coppock Rd,cORRYTON,TN,,Fred,,Redmond,(715) 028-6931,24/09/1973,fredmond@tvfenterprises.com,<6931-/Red>,628-73-5132,01/10/04,01/10/99,
99 Discount Store,Retail Shops,811 W Indian School Rd,pHOENIX,Arizona,,Phil,A,Troung,(132) 523-6435,16/05/1972,ptroung@99discountstore.com,<6435-/Tro>,213-05-8529,09/20/97,11/29/07,
Enterprise Rent A Car,Automobile Renting,820 E Greenway Pkwy # B,pHOENIX,Arizona,,Ryan,B,Maddox,(820) 828-9498,04/10/1980,rmaddox@enterpriserentacar.com,<9498-/Mad>,219-89-7108,08/09/06,08/09/01,
Hawk's Heating & Air Cond,Air Conditioning Equipment-Repair,822 E Union Hills Dr,pHOENIX,Arizona,,Bill,D,Hawks,(160) 818-8788,25/10/1978,bhawks@hawk'sheating&aircond.com,<8788-/Haw>,62-41-1707,04/19/00,06/28/10,
Direct Design,Manufacturers-Agents & Representatives,822 E Union Hills Dr # 2d307,pHOENIX,Arizona,,Lynn,W,Polkinghorne,(631) 664-3684,03/11/1964,lpolkinghorne@directdesign.com,<3684-/Pol>,434-21-3423,03/08/09,03/08/04,
AJM Truss,Roofing Materials,83 Mennemeyer Rd,tROY,MO,,John,S,Havener,(213) 547-5346,23/05/1969,jhavener@ajmtruss.com,<5346-/Hav>,360-46-1056,11/17/02,11/17/97,
Surratt Mike,"Investment advice, nec",8472 Bergen Dr,cORDOVA,TN,,Mike,J,Surratt,(427) 659-8676,05/07/1978,msurratt@surrattmike.com,<8676-/Sur>,489-64-3732,07/28/96,10/06/06,
Best Deal Insurance,Insurance,8473 State St,sOUTH GATE,CA,,Phil,Y,Munguia,(972) 382-1315,10/05/1958,pmunguia@bestdealinsurance.com,<1315-/Mun>,556-04-8029,06/16/05,06/16/00,
Benchmark Auto & Marine,Automobile Repairing & Service,8474 Edgemont Rd,hIGDEN,AR,,Jeff,D,Deaton,(692) 175-1105,12/10/1957,jdeaton@benchmarkauto&marine.com,<1105-/Dea>,337-56-7893,02/25/99,05/05/09,
Body Maxx Exclusive Training,Exercise & Physical Fitness Programs,8474 W 3rd St # 110,lOS ANGELES,CA,,Boba,S,Andric,(161) 039-8267,22/05/1977,bandric@bodymaxxexclusivetraining.com,<8267-/And>,525-77-4924,01/14/08,01/14/03,
